diseaseLabel,disease,symptomsLabel,symptoms,treatmentLabel,treatment,differentFromLabel,differentFrom,riskLabel,risk,causeLabel,cause,diagnosisLabel,diagnosis,icd9,icd10,umls,mesh,nci,link,description,alsoKnownAs
Q55784184,Q55784184, , , , , , , , , , , , , ,E71.1,"C1864150,C3279840",C566402, , , , 
Q55784187,Q55784187, , , , , , , , , , , , , ,Q04.3,C3279875, , , , , 
Q55784188,Q55784188, , , , , , , , , , , , , , ,C3279902, , , , , 
Q55784190,Q55784190, , , , , , , , , , , , , ,E74.0,"C1835592,C3279904",C563641, , , , 
Q55784192,Q55784192, , , , , , , , , , , , , ,K76.8,C3279964, , , , , 
Q55784239,Q55784239, , , , , , , , , , , , , ,Q87.0,C3280073, , , , , 
Q55784247,Q55784247, , , , , , , , , , , , , ,Q87.3,C3280095, , , , , 
Q55784254,Q55784254, , , , , , , , , , , , , , ,"C1857964,C3280099", , , , , 
Q55784267,Q55784267, , , , , , , , , , , , , , ,C3280205, , , , , 
Q55784269,Q55784269, , , , , , , , , , , , , , ,C3280240, , , , , 
Q55784282,Q55784282, , , , , , , , , , , , ,759.89,Q87.8,C3280296, , , , , 
Q55784283,Q55784283, , , , , , , , , , , , , , ,C3280309, , , , , 
Q55784284,Q55784284, , , , , , , , , , , , , ,E71.1,C3280314,C580002, , , , 
Q55784285,Q55784285, , , , , , , , , , , , , , ,"C1866472,C3280315",C566640, , , , 
Q55784298,Q55784298, , , , , , , , , , , , , ,E13.8,"C1857286,C3280358", , , , , 
Q55784300,Q55784300, , , , , , , , , , , , , , ,C3280392, , , , , 
Q55784301,Q55784301, , , , , , , , , , , , , , ,C3280415, , , , , 
Q55784304,Q55784304, , , , , , , , , , , , , , ,C3280492, , , , , 
Q55784306,Q55784306, , , , , , , , , , , , , , ,C3280501, , , , , 
Q55784308,Q55784308, , , , , , , , , , , , ,277.89,K90.3,"C0268240,C0268241,C3280527,C3280528,C3280529,C3280530", ,C129030, , , 
Q55784310,Q55784310, , , , , , , , , , , , , ,G60.0,C3280556, , , , , 
Q55784313,Q55784313, , , , , , , , , , , , , ,G31.8,C3280660, , , , , 
Q55784319,Q55784319, , , , , , , , , , , , , , ,C3553077, , , , , 
Q55784321,Q55784321, , , , , , , , , , , , , ,Q87.5,C3280729, , , , , 
Q55784322,Q55784322, , , , , , , , , , , , , , ,C3280734, , , , , 
Q55784327,Q55784327, , , , , , , , , , , , , ,Q80.8,C3280856, , , , , 
Q55784328,Q55784328, , , , , , , , , , , , , , ,C3280866, , , , , 
Q55784330,Q55784330, , , , , , , , , , , , , ,E88.8,C3280887, , , , , 
Q55784334,Q55784334, , , , , , , , , , , , , , ,C3280953, , , , , 
Q55784335,Q55784335, , , , , , , , , , , , , , ,C3280965, , , , , 
Q55784338,Q55784338, , , , , , , , , , , , , ,G40.4,C3281029, ,C154618, , , 
Q55784340,Q55784340, , , , , , , , , , , , , , ,C3281055, , , , , 
Q55784344,Q55784344, , , , , , , , , , , , , , ,"C3281153,C3281154", , , , , 
Q55784345,Q55784345, , , , , , , , , , , , , ,Q79.6,C3281160, , , , , 
Q55784346,Q55784346, , , , , , , , , , , , , , ,C3281200,C000598644, , , , 
Q55784348,Q55784348, , , , , , , , , , , , , , ,C3281203, , , , , 
Q55784349,Q55784349, , , , , , , , , , , , , , ,C3281223, , , , , 
Q55784355,Q55784355, , , , , , , , , , , , ,777.1,P76.0,"C0270246,C2939175", , , , , 
Q55784359,Q55784359, , , , , , , , , , , , , ,D61.0,C3808553, , , , , 
Q55784375,Q55784375, , , , , , , , , , , , , , ,C3553538, ,C183529, , , 
Q55784379,Q55784379, , , , , , , , , , , , , ,E74.4,C3553607, , , , , 
Q55784381,Q55784381, , , , , , , , , , , , , , ,C3553622, , , , , 
Q55784382,Q55784382, , , , , , , , , , , , , , ,C3553636, , , , , 
Q55784384,Q55784384, , , , , , , , , , , , , ,Q87.1,C3541319, , , , , 
Q55784385,Q55784385, , , , , , , , , , , , , ,N00.5,"C3553720,C4055342", ,C123043, , , 
Q55784387,Q55784387, , , , , , , , , , , , , ,Q87.1,C3542022, , , , , 
Q55784393,Q55784393, , , , , , , , , , , , , , ,C3553886, , , , , 
Q55784397,Q55784397, , , , , , , , , , , , , ,D81.8,C3553943, , , , , 
Q55784399,Q55784399, , , , , , , , , , , , , , ,C3553961, , , , , 
Q55784402,Q55784402, , , , , , , , , , , , , ,D84.8,C4013948, , , , , 
Q55784404,Q55784404, , , , , , , , , , , , , ,D84.8,C4013949, , , , , 
Q55784405,Q55784405, , , , , , , , , , , , , ,D84.8,C4013950, , , , , 
Q55784406,Q55784406, , , , , , , , , , , , , ,D84.8,C3808589, , , , , 
Q55784408,Q55784408, , , , , , , , , , , , , , ,C3554018, , , , , 
Q55784414,Q55784414, , , , , , , , , , , , , ,G25.3,C3539916, , , , , 
Q55784417,Q55784417, , , , , , , , , , , , , ,E66.8,C3554224, , , , , 
Q55784418,Q55784418, , , , , , , , , , , , , ,E66.8,C3554225, , , , , 
Q55784425,Q55784425, , , , , , , , , , , , , , ,C3554344, , , , , 
Q55784437,Q55784437, , , , , , , , , , , , , ,Q81.0,C3554367, , , , , 
Q55784462,Q55784462, , , , , , , , , , , , , ,M79.6,C3808667, , , , , 
Q55784484,Q55784484, , , , , , , , , , , , , ,Q87.1,C3554439, , , , , 
Q55784488,Q55784488, , , , , , , , , , , , , ,Q87.1,C3554499, , , , , 
Q55784493,Q55784493, , , , , , , , , , , , , ,Q87.1,C3554576, , , , , 
Q55784494,Q55784494, , , , , , , , , , , , , ,H35.5,C3554593, , , , , 
Q55784501,Q55784501, , , , , , , , , , , , , ,Q87.5,C3554594, , , , , 
Q55784508,Q55784508, , , , , , , , , , , , , ,G71.3,C3554599, , , , , 
Q55784573,Q55784573, , , , , , , , , , , , , ,D81.2,C3554686, , , , , 
Q55784574,Q55784574, , , , , , , , , , , , , ,D81.8,C3554687, , , , , 
Q55784576,Q55784576, , , , , , , , , , , , , ,Q82.8,C3808876, , , , , 
Q55784600,Q55784600, , , , , , , , , , , , , ,E75.2,C3809008, , , , , 
Q55784612,Q55784612, , , , , , , , , , , , , ,H50.8,C3809039, ,C186789, , , 
Q55784623,Q55784623, , , , , , , , , , , , , ,Q82.8,C3809160, , , , , 
Q55784624,Q55784624, , , , , , , , , , , , , , ,C3809199, , , , , 
Q55784677,Q55784677, , , , , , , , , , , , , ,G71.2,C3809272, , , , , 
Q55784705,Q55784705, , , , , , , , , , , , , ,D84.8,C3809332, , , , , 
Q55784713,Q55784713, , , , , , , , , , , , , , ,C3809431, , , , , 
Q55784726,Q55784726, , , , , , , , , , , , , ,Q15.8,C3809567, , , , , 
Q55784727,Q55784727, , , , , , , , , , , , , ,Q87.8,C1845146,C564484, , , , 
Q55784729,Q55784729, , , , , , , , , , , , , ,D81.8,C3809583, , , , , 
Q55784730,Q55784730, , , , , , , , , , , , , ,E26.0,C3809609, ,C188151, , , 
Q55784733,Q55784733, , , , , , , , , , , , , ,J84.0,C3809651, , , , , 
Q55784736,Q55784736, , , , , , , , , , , , , ,Q82.8,C3809719, , , , , 
Q55784739,Q55784739, , , , , , , , , , , , , ,D72.8,C3809768, , , , , 
Q55784743,Q55784743, , , , , , , , , , , , , , ,C3809858, , , , , 
Q55784747,Q55784747, , , , , , , , , , , , , , ,C3809893, , , , , 
Q55784748,Q55784748, , , , , , , , , , , , , ,M79.6,C3809899, ,C125390, , , 
Q1052391,Q1052391, , , , , , , , , , , , ,757.39,Q82.8,"C0033847,C0376359,C3279392,C3279393",D011561,C85036, , , 
Q1052687,Q1052687,"Ahultasun muskular,Q1557686,Q1624054,Q2289481,eskoliosi,hiporreflexia","Q1419356,Q1557686,Q1624054,Q174857,Q2289481,Q270421", , , , , , ,Mutazio,Q42918,"Elektromiografia,Q285223,Q64830627","Q285223,Q507369,Q64830627",356.1,G60.0,C0007959,D002607,C75467, , , 
Stevens-Johnson-en sindrome,Q1053948, , , , , , , , , , , , ,"695.13,695.15","L51.1,L51.2","C0014518,C0038325,C1274933,C3658301,C3658302",D013262,"C79484,C79777", , , 
Q1058608,Q1058608, , , , , , , , , , , , , ,K83.0,C0566602,C536419,C4828, , , 
Q1072420,Q1072420, , ,"Q15708271,Q241374,Q421239","Q15708271,Q241374,Q421239", , , , , , , , ,571.6,"K74.3,K74.5","C0008312,C0023892",D008105,"C27167,C51225", , , 
Q1088030,Q1088030, , , , , , , , , , , , ,"357.81,357.89","G61.8,G61.81","C0393819,C1841700",D020277,C84636, , , 
Q1097490,Q1097490,bihotz-gutxiegitasun,Q181754, , , , , , , , , , , ,Q87.8,"C1275081,CN029449", , , , , 
Q1101694,Q1101694, , , , , , , , , , , , , ,Q04.3,C0431399, ,C74996, , , 
Q1106881,Q1106881, , , , , , , , , , , , ,759.89,Q87.0,"C0265252,C0795900",D038921,C84643, , , 
Siringomielia,Q1112977, , , , , , , , ,Q1071707,Q1071707, , , , ,C0039144,D013595,C85179,https://eu.wikipedia.org/wiki/Siringomielia,"Nerbio-sistemako gaixotasuna, ornomuinaren barnean likidoz betetako barrunbeak agertzen dira, eta horren ondorioz muskuluen ahultasuna edo atrofia eta zentzumen-urritzea ager daitezke", 
Q1126831,Q1126831, , ,Q579348,Q579348,Teratologia,Q631521, , , , , , ,745.2,Q21.3,C0039685,D013771,C84505, , , 
Q1136492,Q1136492, , , , , , , , , , , , ,799.89,Q87.8,"C0587248,C1968782",D056685,C84652, , , 
muskulu-distrofia,Q1137767, , , , , , , , , , , , ,359.1,G71.0,"C0026850,C1864711",D009136,C84910,https://eu.wikipedia.org/wiki/Muskulu-distrofia,muskulu-ehun ildaskatuen ahultasuna eta galera sortzen duen herentziazko gaixotasun talde bat,"Giharren distrofia,gihar distrofia,giharren distrofia,muskulu distrofia"
Ehlers-Danlos-en sindrome,Q1141499,"Q29647501,Q4138757","Q29647501,Q4138757", , , , , , , , , , ,756.83,Q79.6,C0013720,D004535,C34568,https://eu.wikipedia.org/wiki/Ehlers-Danlos-en_sindrome, , 
Sukar mediterraneo familiar,Q1144618,hantura,Q101991,Q26998324,Q26998324, , , , , , , , ,277.31,M04.1,C0031069,D010505,C84707,https://eu.wikipedia.org/wiki/Sukar_mediterraneo_familiar, , 
A Ig-k eragindako nefropatia,Q1146454, , ,Q4567614,Q4567614,Q1035319,Q1035319, , , , , , ,583.9, ,"C0017661,C4025827",D005922,"C34643,C35280",https://eu.wikipedia.org/wiki/A_Ig-k_eragindako_nefropatia, , 
Q1153641,Q1153641, , , , , , , , , , , , ,250.80,E13.8,C0043207,D014929,C35133, , , 
Q1154619,Q1154619, , , , ,Q17122962,Q17122962, , , , , , ,259.8,E34.8,C0043119,D014898,C3447, , , 
Q1161568,Q1161568,"Q3150763,baskulitis","Q3150763,Q644318",Q408524,Q408524, , , , , , , , ,446.4,"M31.3,M31.30","C0043092,C3495801,C4050407",D014890,"C123111,C3444", , , 
Still gaixotasuna,Q1187697,"Faringitis,Leukozitosi,Q1642170,Q24869904,Q29589522,adenopatia,esplenomegalia,gibel-gaixotasun,poliartritis","Q1129121,Q1274464,Q1642170,Q2085267,Q24869904,Q29589522,Q847726,Q929737,Q974869","Antiinflamatorio ez esteroideo,Esteroide,Q425154,metotrexato,prednisolona,ziklosporina","Q11426176,Q177911,Q188724,Q367700,Q422232,Q425154", , , , , , , , , ,M06.1,C0085253,D016706, ,https://eu.wikipedia.org/wiki/Still_gaixotasuna, , 
Q1208654,Q1208654, , , , , , , , , , , , , ,D61.01,C1260899,D029503,C61236, , , 
Q1251847,Q1251847, , , , , , , , , , , , , ,"E74.0,E74.09",C0017926,D006014,C118437, , , 
Q1255956,Q1255956, , , , , , , , , , , , , ,G40.3, , ,C116573, , , 
Q1262161,Q1262161, , , , , , , , , , , , , ,"H47.2,H47.22",C0917796,D029242,C84808, , , 
Q1283303,Q1283303, , ,Q579348,Q579348, , , , , , , , , ,Q22.4,C0243002,D018785,C85202, , , 
Q1286848,Q1286848, , , , ,Mononukleosi infekzioso,Q207367, , , , , , , , ,C0220658,D000168,C99100, , , 
Q1313510,Q1313510, , , , , , , , , , , , ,277.6,"E83.3,E83.39","C0020630,C0220743",D007014,C26798, , , 
Q1316942,Q1316942, , , , , , , , , , ,Q108525714,Q108525714, ,Q04.8,"C1846385,C2938983", , , , , 
Alport-en sindrome,Q1331116,"Glomerulonefritis,Hematuria,Q16035842,giltzurruneko gutxiegitasun","Q16035842,Q373597,Q476921,Q605006", , , , , , , , , , , , ,C0027706,D009394,C34842, , , 
Q1336034,Q1336034, , , , , , , , , , , , , ,E78.0,"C0342907,C2749759",C537345,C125694, , , 
Hirschsprung-en gaixotasun,Q1343645, , , , , , , , , , , , , ,Q43.1,"C0019569,C0085758",D006627,C34700, , , 
Q1345792,Q1345792,Odoljario,Q166019, , , , , , , , , , ,446.21,"M31.0,M31.0+,N08.5*",C0403529,D019867,"C34649,C84566", , , 
Q1347729,Q1347729, , , , , , , , , , , , , , , ,C535507, , , , 
esklerosi tuberoso,Q1362721, , , , ,tuberkulosi,Q12204, , , , , , ,759.5,Q85.1,"C0041341,C0265319,C1368816",D014402,C3424, , , 
Miokardiopatia hipertrofiko,Q1364270,"Arnasestu,Edema,Q15729017,Takikardia,bertigo,bihotz-gutxiegitasun,min","Q10686316,Q152234,Q15729017,Q181754,Q188008,Q209583,Q81938", , , , , , , , ,Q5958784,Q5958784,"425.1,425.11",I42.1,"C0007194,C0949658",D002312,"C34449,C84773", , , 
Q1403045,Q1403045, , , , , , , , , , , , , ,"E71.3,E71.313","C0268596,C1856401,C1856403,C1856405,C2931346,C3278154,C3278155,C3278156",D054069,"C84907,C99102", , , 
Fibrodisplasia osifikatzaile progresibo,Q1410831, , , , , , , , , , , , ,728.11,"M61.1,M61.10",C0016037,D009221,C3040,https://eu.wikipedia.org/wiki/Fibrodisplasia_osifikatzaile_progresibo, , 
Q1418152,Q1418152,aurpegiko paralisi,Q7562539, , , , , , , , , , ,759.89,Q87.0,"C0221060,C0853240",D020331,C84893, , , 
Q1422034,Q1422034, , , , , , , , , , , , , ,D12.6,"C0282207,C0744333,C1257915,C1333764",D044483,C7035, , , 
Q1426491,Q1426491, , ,Q412323,Q412323, , , , , , , , , ,M31.1,C0034155,D011697,C78797, , , 
Q1440436,Q1440436, , , , , , , , , , , , , ,G11.2,"C1839780,C3164069",C564105,C126566, , , 
Q1442621,Q1442621, , , , , , , , , , , , , ,E78.6,C0039292,D013631,C85182, , , 
Q1476361,Q1476361,Ahultasun muskular,Q270421, , , , , , , , , , ,323.01,G04.1,C0030481,D015493,C179058, , , 
Q1478321,Q1478321,"Q2008738,min","Q2008738,Q81938",Q412174,Q412174, , , , ,"Akondroplasia,Artritis erreumatoide,Artrosi,Espondilosi,Paget-en hezur-gaixotasun,Q7577474,eskoliosi","Q1097028,Q174857,Q187255,Q2035074,Q340594,Q62736,Q7577474",Q931309,Q931309,"723.0,724.00,724.09","M48.0,M48.00,M48.02,M48.06,M48.061","C0037944,C0158280,C0158288,C1861329",D013130, , , , 
Q1479494,Q1479494, , ,Q421617,Q421617, , , , , , , , , ,"D59.1,D59.5,D59.6","C0019050,C0024790,C0086774",D006457,C61233, , , 
Q1483214,Q1483214, , ,"Q27258445,Q4072449,Q421230,klorokina","Q27258445,Q4072449,Q421230,Q422438",Q881811,Q881811, , , , , , ,694.4,"L10,L10.9",C0030807,D010392,C34909, , , 
Q1485893,Q1485893, , , , , , , , , , , , , ,G93.4,"C1847501,C3149117,CN030711",C536830,C168599, , , 
Q1509367,Q1509367, , , , , , , , , , , , , ,N01,C0221239, ,C35264, , , 
Q1515038,Q1515038, , , , , , , , , , , , ,259.8, ,C2937288,D018382, , , , 
Q1531991,Q1531991, , ,"Q268997,Q420590,Q5037862,Q7194603","Q268997,Q420590,Q5037862,Q7194603", , , , , , , , , , ,C0242422,D020734, , , , 
lipodistrofia,Q1538213, , , , , , , , , , , , ,272.6,E88.1,C0023787,D008060,C97093, ,"Lipidoen metabolismoan akatsak izateagatik, azal azpiko gantz-geruzaren banaketa irregularra izatea, eremu batzuetan desagertzeraino", 
Q1538227,Q1538227, , , , , , , , , , , , , ,Q87.0,C0796004,C537705,C124837, , , 
Q1538277,Q1538277, , , , , , , , , , , , ,733.09, ,C0029436,D010015, , , , 
Q1541975,Q1541975, , ,Q907853,Q907853, , , , , , , , , ,G90.3,"C0020651,C0037019,C0393571,C0393911,C3714927",D019578,"C84909,C85066", , , 
Q1543446,Q1543446, , , , , , , , , , , , , ,Q87.1,C0028326,D009634,"C34854,C75459", , , 
Q1544408,Q1544408,Q30315198,Q30315198, , , , , , , , , , ,759.89,Q44.7,C0085280,D016738,C35139, , , 
Q1544416,Q1544416, , , , , , , , , , , , , ,"Q04.3,Q04.8","C0266463,C0266483,C1879312",D054082,C103921, , , 
Lennox-Gastaut-en sindrome,Q1544884, , , , , , , , , , , , , , , ,D065768,C84816, , , 
Q1583485,Q1583485, , , , , , , , , , , , ,759.89,Q82.8,C0032339,D011038,C3335, , , 
Q1584110,Q1584110, , , , , , , , , , , , , ,I77.0,"C0003857,C0334533",D001165,C2882, , , 
Q1585743,Q1585743, , , , , , , , , , , , ,270.6,"E72.2,E72.20",C0154246,D056806,C84785, , , 
hipoparatiroidismo,Q1586088, , ,"Ergokaltziferol,Ergosterol","Q139200,Q143263", , , , , , , , ,252.1,"E20,E20.9",C0020626,D007011,C78350,https://eu.wikipedia.org/wiki/Hipoparatiroidismo,gaixotasun endokrinoa, 
Q1609733,Q1609733, , , , , , , , , , , , , ,D52.8,C0342705,C562799,C156424, , , 
Q1622407,Q1622407, , , , , , , , , , , , , ,M35.1,C0026272,D008947,C84892, , , 
Q1636310,Q1636310, , , , , , , , , , , , , ,G40.8,C0282512,D018887,C84806, , , 
Q1637701,Q1637701, , , , , , , , , , ,"Elektroentzefalograma,Erresonantzia magnetiko bidezko irudigintza,Q1620189","Q161238,Q1620189,Q4531136",323.9,G04.8,"C0393484,C2930868",C535291,C125384, , , 
Q1640810,Q1640810, , , , , , , , ,Q3043158,Q3043158, , , ,E85.0,C0398691, , , , , 
Q1641399,Q1641399, , ,Q579348,Q579348, , , , , , , , ,746.7,Q23.4,C0152101,D018636,C98894, , , 
Q1671412,Q1671412, , , , , , , , , , , , , , ,C0282488,D018856,C27189, , , 
Q1747726,Q1747726, , , , , , , , , , , , , , , , ,C98641, , , 
VATERL sindrome,Q1755537, , , , , , , , , , , , ,759.89,Q87.2,"C0220708,C1735591","C536495,C536534",C99105,https://eu.wikipedia.org/wiki/VATERL_sindrome, , 
Q1755568,Q1755568, , ,Q582356,Q582356, , , , , , , , ,756.52,Q78.2,C0029454,D010022,C26840, , , 
Q1755684,Q1755684, , , , , , , , , , , , , , ,C0393570,D000088282,C129069, , , 
Q1771331,Q1771331, , , , , , , , , , , , , , , ,D056587,C84657, , , 
Q1774750,Q1774750, , , , ,Q7138441,Q7138441, , , , , , , ,Q87.2,C0022739,D007715,C84801, , , 
Q1784755,Q1784755, , , , , , , , , , , , ,745.12,Q20.5,"C0232301,C0344616,C1275809",C535426,C98902, , , 
Q1787020,Q1787020, , , , , , , , , , , , ,259.4,Q77.1,C0039743,D013796,C85187, , , 
Q1788314,Q1788314, , , , , , , , , , , , , ,G72.3,C0030443,D010245,C84709, , , 
pneumonia interstizial idiopatiko,Q1790424,pneumonia,Q12192, , , , , , , , , , , ,"J84.11,J84.112,J84.114","C0085786,C2350236",D054988,C35714, , , 
Q1848471,Q1848471,"Ahultasun muskular,Disfagia,Q1557686","Q1557686,Q270421,Q623289", , , , , , ,ezezaguna,Q24238356,"Elektromiografia,Q2094702,Q90834779","Q2094702,Q507369,Q90834779",359.71,G72.41,C0238190,D018979,C176900, , , 
Q1878682,Q1878682, , , , , , , , , , , , ,695.15,L51.2,C0014518, ,C79777, , , 
Q1878759,Q1878759, , ,Sirolimus,Q32089, , , , , , , , ,518.89,"D48.7,J84.81","C0238399,C0349649,C0751674",D018192,"C3725,C38153", , , 
Q1886238,Q1886238, , , , , , , , , , , , ,759.6,Q85.8,C0038505,D013341,C3391, , , 
Q1934069,Q1934069, , ,Q412323,Q412323, , , , , , , , , ,M31.7,"C0343192,C2347126",D055953,C70549, , , 
Q1935832,Q1935832, , , , , , , , , , , , , , ,C0027832,D016518,C3274, , , 
Q1947302,Q1947302, , ,"Q3960572,Q412323,Q425154","Q3960572,Q412323,Q425154", , , , , , , , , ,"D47.4,D47.Z2","C0017531,C2931179",D005871,C3056, , , 
Q1947307,Q1947307, , , , , , , , , , , , , , ,C0393590,C536275,"C129973,C179297", , , 
Moyamoya gaixotasun,Q1951267, , , , , , , , , , , , ,437.5,I67.5,C0026654,D009072,C84895, , , 
Q1958249,Q1958249,"Arnasestu,Edema","Q152234,Q188008", , , , , , , , , , ,"415.19,416.8", ,"C2363973,C2748504", , , , , 
Q1995327,Q1995327, , , , , , , , , , , , , ,G12.2,"C0393547,C0752353,C1839259,C2931395",D055534,C85233, , , 
Q2017741,Q2017741, , , , , , , , , , , , ,270.2,E70.3,C0078918,D016115,C84941, , , 
Q2035109,Q2035109, , , , , , , , , , , , ,759.89,Q87.2,C0027341,D009261,C75120, , , 
Q2057356,Q2057356,hantura,Q101991,Flutikasona,Q1002165, , , , , , , , ,530.13,"K20,K20.0",C0341106,D057765,C27105, , , 
Q2140501,Q2140501, , , , , , , , , , , , ,270.7,E72.3,C0268595,C536833,C99101, , , 
Q2151267,Q2151267, , , , , , , , , , , , ,425.4,I42.5,C0007196,D002313,C62798, , , 
Hernia diafragmatiko kongenito,Q2163245, , , , , , , , , , , , , ,"ICD10CM:Q79.0,K44,K44.9","C0019284,C0235833,C1857284",D065630,C34687,https://eu.wikipedia.org/wiki/Hernia_diafragmatiko_kongenito, , 
Q2280106,Q2280106, , , , , , , , , , , , ,759.89,Q87.8,C0265234,D019280,C98983, , , 
Q2295338,Q2295338, , , , , , , , , , , , ,758.33,Q93.5,"C0795864,C1866927",D058496,C75469, , , 
Q2349546,Q2349546, , , , , , , , , , , , , ,E75.2,"C0206307,C3542499",D017825,C84611, , , 
Q2475919,Q2475919, , ,Q27280825,Q27280825, , , , , , , , ,046.2,A81.1,C0038522,D013344,C85171, , , 
Q55788806,Q55788806, , , , , , , , , , , , , , , , , , , , 
Q55788807,Q55788807, , , , , , , , , , , , , ,Q74.8, , , , , , 
Q55788809,Q55788809, , , , , , , , , , , , , , , , , , , , 
Q55788810,Q55788810, , , , , , , , , , , , ,756.59, ,C0432238, , , , , 
Q55788811,Q55788811, , , , , , , , , , , , , , , , , , , , 
Q55788812,Q55788812, , , , , , , , , , , , , , , , , , , , 
Q55788813,Q55788813, , , , , , , , , , , , , , ,C1300205, , , , , 
Q55788814,Q55788814, , , , , , , , , , , , , , ,C0432257, , , , , 
Q55788815,Q55788815, , , , , , , , , , , , , , , , , , , , 
Q55788817,Q55788817, , , , , , , , , , , , , , , , , , , , 
Q55788819,Q55788819, , , , , , , , , , , , , , , , , , , , 
Q55788820,Q55788820, , , , , , , , , , , , , , , , , , , , 
Q55788821,Q55788821, , , , , , , , , , , , , , , , , , , , 
Q55788822,Q55788822, , , , , , , , , , , , , , , , , , , , 
Q55788823,Q55788823, , , , , , , , , , , , , , , , , , , , 
Q55788824,Q55788824, , , , , , , , , , , , , , , , , , , , 
Q55788825,Q55788825, , , , , , , , , , , , , ,"Q71.0,Q71.1,Q71.2,Q71.3,Q71.4,Q71.5,Q71.6,Q71.8,Q71.9,Q72.0,Q72.1,Q72.2,Q72.3,Q72.4,Q72.5,Q72.6,Q72.7,Q72.8,Q72.9,Q73.0,Q73.1,Q73.8",C0239399, , , , , 
Q55788826,Q55788826, , , , , , , , , , , , , , , , , , , , 
Q55788827,Q55788827, , , , , , , , , , , , , , , , , , , , 
Q55788828,Q55788828, , , , , , , , , , , , , , , , , , , , 
Q55788829,Q55788829, , , , , , , , , , , , , , , , , , , , 
Q55788831,Q55788831, , , , , , , , , , , , , , , , , , , , 
Q55788832,Q55788832, , , , , , , , , , , , , , , , , , , , 
Q55788866,Q55788866, , , , , , , , , , , , , ,Q32.1, , , , , , 
Q55788867,Q55788867, , , , , , , , , , , , , ,Q32.1, , , , , , 
Q55788868,Q55788868, , , , , , , , , , , , , ,Q32.1, , , , , , 
Q55788870,Q55788870, , , , , , , , , , , , , , , , , , , , 
Q55788871,Q55788871, , , , , , , , , , , , , , , , , , , , 
Q55788872,Q55788872, , , , , , , , , , , , , , , , , , , , 
Q55788873,Q55788873, , , , , , , , , , , , , , , , , , , , 
Q55788875,Q55788875, , , , , , , , , , , , , ,Q74.0,C0431799, , , , , 
Q55788876,Q55788876, , , , , , , , , , , , , ,Q93.5, , , , , , 
Q55788877,Q55788877, , , , , , , , , , , , , ,Q87.8, , , , , , 
Q55788885,Q55788885, , , , , , , , , , , , , ,Q23.0,C0265843, ,C98818, , , 
Q55788886,Q55788886, , , , , , , , , , , , , ,Q22.4, , , , , , 
Q55788887,Q55788887, , , , , , , , , , , , , ,Q22.4,C0265836, , , , , 
Q55788888,Q55788888, , , , , , , , , , , , , ,Q22.8, , , , , , 
Q55788889,Q55788889, , , , , , , , , , , , , ,Q22.8, , , , , , 
Q55788891,Q55788891, , , , , , , , , , , , , ,Q22.8, , , , , , 
Q55788892,Q55788892, , , , , , , , , , , , , ,"Q23.2,Q23.3", , , , , , 
Q55788893,Q55788893, , , , , , , , , , , , , ,Q23.3, , , , , , 
Q55788894,Q55788894, , , , , , , , , , , , ,746.89,Q23.8,C0344770, , , , , 
Q55788895,Q55788895, , , , , , , , , , , , , , , , , , , , 
Q55788896,Q55788896, , , , , , , , , , , , , ,Q25.4, , , , , , 
